acc,entry,HPhylomeDB|P00395,EggNOG|COG0843,HOGENOM|NA,HOVERGEN|HBG003841,KO|K02256,OMA|FHGLASM,Total
A1XV37,A1XV37_9TELE,0,0,0,1,0,0,1
A1XV38,A1XV38_9TELE,0,0,0,1,0,0,1
A1XV39,A1XV39_SEBSC,0,0,0,1,0,0,1
A1XV40,A1XV40_9TELE,0,0,0,1,0,0,1
A1XV41,A1XV41_SEBIN,0,0,0,1,0,0,1
A1XV42,A1XV42_9TELE,0,0,0,1,0,0,1
A1XV44,A1XV44_9TELE,0,0,0,1,0,0,1
A1XV51,A1XV51_9TELE,0,0,0,1,0,0,1
A1XV45,A1XV45_9TELE,0,0,0,1,0,0,1
A1XV46,A1XV46_9TELE,0,0,0,1,0,0,1
A1XV47,A1XV47_9TELE,0,0,0,1,0,0,1
A1XV48,A1XV48_9TELE,0,0,0,1,0,0,1
A1XV49,A1XV49_9TELE,0,0,0,1,0,0,1
A1XV50,A1XV50_9TELE,0,0,0,1,0,0,1
A1XV69,A1XV69_9TELE,0,0,0,1,0,0,1
A1XV71,A1XV71_SEBAU,0,0,0,1,0,0,1
A1XV35,A1XV35_9TELE,0,0,0,1,0,0,1
A2VCB9,A2VCB9_9TELE,0,0,0,1,0,0,1
A2VC41,A2VC41_NEOBR,0,0,0,1,0,0,1
A2VC54,A2VC54_9CICH,0,0,0,1,0,0,1
A2VC67,A2VC67_ABUVA,0,0,0,1,0,0,1
A2VC80,A2VC80_AMPOC,0,0,0,1,0,0,1
A2VC93,A2VC93_9LABR,0,0,0,1,0,0,1
A2VCA6,A2VCA6_9LABR,0,0,0,1,0,0,1
A2VCD2,A2VCD2_9CICH,0,0,0,1,0,0,1
A2T1I4,A2T1I4_PHAAF,0,0,0,1,0,0,1
A2VCE5,A2VCE5_ASTOC,0,0,0,1,0,0,1
A2VCF8,A2VCF8_9TELE,0,0,0,1,0,0,1
A2VCH1,A2VCH1_9TELE,0,0,0,1,0,0,1
A2VCI4,A2VCI4_OLICY,0,0,0,1,0,0,1
A3CYX4,A3CYX4_SHEB5,0,1,0,0,0,0,1
A3DUL1,A3DUL1_AMMLC,0,0,0,1,0,0,1
A2T558,A2T558_AMPQE,0,0,0,0,1,0,1
A2SGL3,A2SGL3_METPP,0,1,0,0,0,0,1
A1XV72,A1XV72_9TELE,0,0,0,1,0,0,1
A2BPS7,A2BPS7_PROMS,0,1,0,0,0,0,1
A1XV73,A1XV73_9TELE,0,0,0,1,0,0,1
A1XV74,A1XV74_9TELE,0,0,0,1,0,0,1
A1Y9T3,A1Y9T3_ONCMA,0,0,0,1,0,0,1
A1YAE6,A1YAE6_ELACE,0,0,0,1,0,0,1
A1YKC6,A1YKC6_CERNT,0,0,0,1,0,0,1
A2BD37,A2BD37_PELSI,0,0,0,1,0,0,1
A2BVA5,A2BVA5_PROM5,0,1,0,0,0,0,1
A2S637,A2S637_BURM9,0,1,0,0,0,0,1
A2BXG0,A2BXG0_PROM5,0,1,0,0,0,0,1
A2C0Q1,A2C0Q1_PROM1,0,1,0,0,0,0,1
A2C7D3,A2C7D3_PROM3,0,1,0,0,0,0,1
A2CHQ4,A2CHQ4_CROSI,0,0,0,1,0,0,1
A2RPC3,A2RPC3_GADMO,0,0,0,1,0,0,1
A2S097,A2S097_BURM9,0,1,0,0,0,0,1
A1XV36,A1XV36_9TELE,0,0,0,1,0,0,1
A1XV34,A1XV34_9TELE,0,0,0,1,0,0,1
A1XE55,A1XE55_9LAGO,0,0,0,1,0,0,1
A1XUY7,A1XUY7_9TELE,0,0,0,1,0,0,1
A1XUY1,A1XUY1_9TELE,0,0,0,1,0,0,1
A1XUY2,A1XUY2_9TELE,0,0,0,1,0,0,1
A1XUY3,A1XUY3_SEBCA,0,0,0,1,0,0,1
A1XUY4,A1XUY4_9TELE,0,0,0,1,0,0,1
A1XUY5,A1XUY5_9TELE,0,0,0,1,0,0,1
A1XUY6,A1XUY6_9TELE,0,0,0,1,0,0,1
A1XUY8,A1XUY8_9TELE,0,0,0,1,0,0,1
A1XUX9,A1XUX9_9TELE,0,0,0,1,0,0,1
A1XUY9,A1XUY9_9TELE,0,0,0,1,0,0,1
A1XUZ0,A1XUZ0_SEBSA,0,0,0,1,0,0,1
A1XUZ2,A1XUZ2_9TELE,0,0,0,1,0,0,1
A1XUZ3,A1XUZ3_9TELE,0,0,0,1,0,0,1
A1XUZ4,A1XUZ4_9TELE,0,0,0,1,0,0,1
A1XUZ5,A1XUZ5_9TELE,0,0,0,1,0,0,1
A1XUY0,A1XUY0_9TELE,0,0,0,1,0,0,1
A1XUX8,A1XUX8_9TELE,0,0,0,1,0,0,1
A1XUZ7,A1XUZ7_9TELE,0,0,0,1,0,0,1
A1XQQ4,A1XQQ4_ONCMA,0,0,0,1,0,0,1
A1XE68,A1XE68_OCHHY,0,0,0,1,0,0,1
A1XE80,A1XE80_OCHPA,0,0,0,1,0,0,1
A1XEE7,A1XEE7_BOVIN,0,1,0,0,0,0,1
A1XHZ2,A1XHZ2_OPSBI,0,0,0,1,0,0,1
A1XJ52,A1XJ52_URSTH,0,0,0,1,0,0,1
A1XP62,A1XP62_BOVIN,0,1,0,0,0,0,1
A1XQY8,A1XQY8_ONCMA,0,0,0,1,0,0,1
A1XUX7,A1XUX7_9TELE,0,0,0,1,0,0,1
A1XRK9,A1XRK9_ONCMA,0,0,0,1,0,0,1
A1XUX2,A1XUX2_9TELE,0,0,0,1,0,0,1
A1XUX3,A1XUX3_9TELE,0,0,0,1,0,0,1
A1XUX4,A1XUX4_9TELE,0,0,0,1,0,0,1
A1XUX5,A1XUX5_9TELE,0,0,0,1,0,0,1
A1XUX6,A1XUX6_9TELE,0,0,0,1,0,0,1
A1XUZ6,A1XUZ6_9TELE,0,0,0,1,0,0,1
A1XUZ8,A1XUZ8_9TELE,0,0,0,1,0,0,1
A1XV33,A1XV33_9TELE,0,0,0,1,0,0,1
A1XV25,A1XV25_9TELE,0,0,0,1,0,0,1
A1XV19,A1XV19_9TELE,0,0,0,1,0,0,1
A1XV20,A1XV20_9TELE,0,0,0,1,0,0,1
A1XV21,A1XV21_9TELE,0,0,0,1,0,0,1
A1XV22,A1XV22_9TELE,0,0,0,1,0,0,1
A1XV23,A1XV23_9TELE,0,0,0,1,0,0,1
A1XV24,A1XV24_9TELE,0,0,0,1,0,0,1
A1XV26,A1XV26_9TELE,0,0,0,1,0,0,1
A1XV17,A1XV17_SEBNI,0,0,0,1,0,0,1
A1XV27,A1XV27_SEBRU,0,0,0,1,0,0,1
A1XV28,A1XV28_9TELE,0,0,0,1,0,0,1
A1XV29,A1XV29_9TELE,0,0,0,1,0,0,1
A1XV30,A1XV30_9TELE,0,0,0,1,0,0,1
A1XV31,A1XV31_9TELE,0,0,0,1,0,0,1
A1XV32,A1XV32_9TELE,0,0,0,1,0,0,1
A1XV18,A1XV18_9TELE,0,0,0,1,0,0,1
A1XV16,A1XV16_9TELE,0,0,0,1,0,0,1
A1XUZ9,A1XUZ9_9TELE,0,0,0,1,0,0,1
A1XV06,A1XV06_9TELE,0,0,0,1,0,0,1
A1XV00,A1XV00_9TELE,0,0,0,1,0,0,1
A1XV01,A1XV01_9TELE,0,0,0,1,0,0,1
A1XV02,A1XV02_9TELE,0,0,0,1,0,0,1
A1XV03,A1XV03_SEBFL,0,0,0,1,0,0,1
A1XV04,A1XV04_9TELE,0,0,0,1,0,0,1
A1XV05,A1XV05_9TELE,0,0,0,1,0,0,1
A1XV07,A1XV07_9TELE,0,0,0,1,0,0,1
A1XV14,A1XV14_9TELE,0,0,0,1,0,0,1
A1XV08,A1XV08_9TELE,0,0,0,1,0,0,1
A1XV09,A1XV09_9TELE,0,0,0,1,0,0,1
A1XV10,A1XV10_9TELE,0,0,0,1,0,0,1
A1XV11,A1XV11_9TELE,0,0,0,1,0,0,1
A1XV12,A1XV12_9TELE,0,0,0,1,0,0,1
A1XV13,A1XV13_9TELE,0,0,0,1,0,0,1
A5J057,A5J057_GIBZE,0,0,0,0,1,0,1
A5J059,A5J059_GIBZE,0,0,0,0,1,0,1
A8WBY3,A8WBY3_9TELE,0,0,0,1,0,0,1
A7E1J4,A7E1J4_9TELE,0,0,0,1,0,0,1
A7TY62,A7TY62_9PASS,0,0,0,1,0,0,1
A7TY63,A7TY63_9PASS,0,0,0,1,0,0,1
A7TY64,A7TY64_9PASS,0,0,0,1,0,0,1
A7TY65,A7TY65_9PASS,0,0,0,1,0,0,1
A7TY66,A7TY66_9PASS,0,0,0,1,0,0,1
A7TY67,A7TY67_9PASS,0,0,0,1,0,0,1
A7TY68,A7TY68_9PASS,0,0,0,1,0,0,1
A7TY69,A7TY69_9PASS,0,0,0,1,0,0,1
A7TY70,A7TY70_9PASS,0,0,0,1,0,0,1
A7TY71,A7TY71_9PASS,0,0,0,1,0,0,1
A7TY73,A7TY73_9PASS,0,0,0,1,0,0,1
A7TY74,A7TY74_9PASS,0,0,0,1,0,0,1
A7TY75,A7TY75_9PASS,0,0,0,1,0,0,1
A7TY76,A7TY76_9PASS,0,0,0,1,0,0,1
A7TY77,A7TY77_9PASS,0,0,0,1,0,0,1
A7TY61,A7TY61_9PASS,0,0,0,1,0,0,1
A7TY60,A7TY60_9PASS,0,0,0,1,0,0,1
A7TY59,A7TY59_9PASS,0,0,0,1,0,0,1
A7TY50,A7TY50_9PASS,0,0,0,1,0,0,1
A7TY42,A7TY42_9PASS,0,0,0,1,0,0,1
A7TY44,A7TY44_9PASS,0,0,0,1,0,0,1
A7TY45,A7TY45_9PASS,0,0,0,1,0,0,1
A7TY47,A7TY47_9PASS,0,0,0,1,0,0,1
A7TY48,A7TY48_9PASS,0,0,0,1,0,0,1
A7TY49,A7TY49_9PASS,0,0,0,1,0,0,1
A7TY51,A7TY51_9PASS,0,0,0,1,0,0,1
A7TY58,A7TY58_9PASS,0,0,0,1,0,0,1
A7TY52,A7TY52_9PASS,0,0,0,1,0,0,1
A7TY53,A7TY53_9PASS,0,0,0,1,0,0,1
A7TY54,A7TY54_9PASS,0,0,0,1,0,0,1
A7TY55,A7TY55_9PASS,0,0,0,1,0,0,1
A7TY56,A7TY56_9PASS,0,0,0,1,0,0,1
A7TY57,A7TY57_9PASS,0,0,0,1,0,0,1
A7TY78,A7TY78_ACRCR,0,0,0,1,0,0,1
A7TY79,A7TY79_9PASS,0,0,0,1,0,0,1
A7TY80,A7TY80_9PASS,0,0,0,1,0,0,1
A7TYA8,A7TYA8_9PASS,0,0,0,1,0,0,1
A7TYA2,A7TYA2_9PASS,0,0,0,1,0,0,1
A7TYA3,A7TYA3_9PASS,0,0,0,1,0,0,1
A7TYA4,A7TYA4_9PASS,0,0,0,1,0,0,1
A7TYA5,A7TYA5_9PASS,0,0,0,1,0,0,1
A7TYA6,A7TYA6_9PASS,0,0,0,1,0,0,1
A7TYA7,A7TYA7_9PASS,0,0,0,1,0,0,1
A7TYA9,A7TYA9_MIMPO,0,0,0,1,0,0,1
A7TYA0,A7TYA0_9PASS,0,0,0,1,0,0,1
A7TYB0,A7TYB0_9PASS,0,0,0,1,0,0,1
A7TYB1,A7TYB1_9PASS,0,0,0,1,0,0,1
A7TYB2,A7TYB2_9PASS,0,0,0,1,0,0,1
A7TYB3,A7TYB3_OREMN,0,0,0,1,0,0,1
A7TYB4,A7TYB4_RAMBR,0,0,0,1,0,0,1
A7TYB5,A7TYB5_9PASS,0,0,0,1,0,0,1
A7TYA1,A7TYA1_9PASS,0,0,0,1,0,0,1
A7TY99,A7TY99_DUMCA,0,0,0,1,0,0,1
A7TY81,A7TY81_9PASS,0,0,0,1,0,0,1
A7TY90,A7TY90_9PASS,0,0,0,1,0,0,1
A7TY82,A7TY82_9PASS,0,0,0,1,0,0,1
A7TY83,A7TY83_9PASS,0,0,0,1,0,0,1
A7TY84,A7TY84_9PASS,0,0,0,1,0,0,1
A7TY86,A7TY86_9PASS,0,0,0,1,0,0,1
A7TY88,A7TY88_LEURO,0,0,0,1,0,0,1
A7TY89,A7TY89_STUCI,0,0,0,1,0,0,1
A7TY91,A7TY91_9PASS,0,0,0,1,0,0,1
A7TY98,A7TY98_9PASS,0,0,0,1,0,0,1
A7TY92,A7TY92_9PASS,0,0,0,1,0,0,1
A7TY93,A7TY93_9PASS,0,0,0,1,0,0,1
A7TY94,A7TY94_9PASS,0,0,0,1,0,0,1
A7TY95,A7TY95_STUVU,0,0,0,1,0,0,1
A7TY96,A7TY96_9PASS,0,0,0,1,0,0,1
A7TY97,A7TY97_9PASS,0,0,0,1,0,0,1
A7TY41,A7TY41_9PASS,0,0,0,1,0,0,1
A7TY40,A7TY40_9PASS,0,0,0,1,0,0,1
A7TY38,A7TY38_9PASS,0,0,0,1,0,0,1
A7KGS4,A7KGS4_9NEOB,0,0,0,1,0,0,1
A7KGR8,A7KGR8_9NEOB,0,0,0,1,0,0,1
A7KGR9,A7KGR9_9NEOB,0,0,0,1,0,0,1
A7KGS0,A7KGS0_9NEOB,0,0,0,1,0,0,1
A7KGS1,A7KGS1_9NEOB,0,0,0,1,0,0,1
A7KGS2,A7KGS2_9NEOB,0,0,0,1,0,0,1
A7KGS3,A7KGS3_9NEOB,0,0,0,1,0,0,1
A7KGS6,A7KGS6_9NEOB,0,0,0,1,0,0,1
A7KGR5,A7KGR5_9NEOB,0,0,0,1,0,0,1
A7KGS7,A7KGS7_KALPU,0,0,0,1,0,0,1
A7KGS8,A7KGS8_9NEOB,0,0,0,1,0,0,1
A7KGS9,A7KGS9_MICHE,0,0,0,1,0,0,1
A7KGT0,A7KGT0_9NEOB,0,0,0,1,0,0,1
A7KGT1,A7KGT1_9NEOB,0,0,0,1,0,0,1
A7KGT2,A7KGT2_9NEOB,0,0,0,1,0,0,1
A7KGR7,A7KGR7_9NEOB,0,0,0,1,0,0,1
A7KGR4,A7KGR4_9NEOB,0,0,0,1,0,0,1
A7KGT4,A7KGT4_9NEOB,0,0,0,1,0,0,1
A7HQK4,A7HQK4_PARL1,0,1,0,0,0,0,1
A7E1L8,A7E1L8_AULCH,0,0,0,1,0,0,1
A7E1N3,A7E1N3_9TELE,0,0,0,1,0,0,1
A7FLD1,A7FLD1_YERP3,0,1,0,0,0,0,1
A7GLD0,A7GLD0_BACCN,0,1,0,0,0,0,1
A7GRX1,A7GRX1_BACCN,0,1,0,0,0,0,1
A7H8L4,A7H8L4_ANADF,0,1,0,0,0,0,1
A7HQW0,A7HQW0_PARL1,0,1,0,0,0,0,1
A7KGR3,A7KGR3_9NEOB,0,0,0,1,0,0,1
A7IPC1,A7IPC1_XANP2,0,1,0,0,0,0,1
A7J5D8,A7J5D8_CEPMI,0,0,0,1,0,0,1
A7K1Y0,A7K1Y0_VIBSE,0,1,0,0,0,0,1
A7K3A3,A7K3A3_VIBSE,0,1,0,0,0,0,1
A7KGR0,A7KGR0_9NEOB,0,0,0,1,0,0,1
A7KGR2,A7KGR2_9NEOB,0,0,0,1,0,0,1
A7KGT3,A7KGT3_9NEOB,0,0,0,1,0,0,1
A7KGT5,A7KGT5_9NEOB,0,0,0,1,0,0,1
A7TY37,A7TY37_9PASS,0,0,0,1,0,0,1
A7TY24,A7TY24_9PASS,0,0,0,1,0,0,1
A7RGS3,A7RGS3_NEMVE,0,1,0,0,0,0,1
A7RLP4,A7RLP4_NEMVE,0,1,0,0,0,0,1
A7TY19,A7TY19_9PASS,0,0,0,1,0,0,1
A7TY20,A7TY20_9PASS,0,0,0,1,0,0,1
A7TY21,A7TY21_9PASS,0,0,0,1,0,0,1
A7TY23,A7TY23_9PASS,0,0,0,1,0,0,1
A7TY27,A7TY27_9PASS,0,0,0,1,0,0,1
A7RDA9,A7RDA9_9SAUR,0,0,0,1,0,0,1
A7TY28,A7TY28_9PASS,0,0,0,1,0,0,1
A7TY29,A7TY29_9PASS,0,0,0,1,0,0,1
A7TY31,A7TY31_9PASS,0,0,0,1,0,0,1
A7TY33,A7TY33_9PASS,0,0,0,1,0,0,1
A7TY34,A7TY34_9PASS,0,0,0,1,0,0,1
A7TY36,A7TY36_9PASS,0,0,0,1,0,0,1
A7RDC2,A7RDC2_9SAUR,0,0,0,1,0,0,1
A7NPW0,A7NPW0_ROSCS,0,1,0,0,0,0,1
A7KGU1,A7KGU1_9NEOB,0,0,0,1,0,0,1
A7LEL7,A7LEL7_HUMAN,0,0,0,1,0,0,1
A7KGU2,A7KGU2_9NEOB,0,0,0,1,0,0,1
A7KGU3,A7KGU3_9NEOB,0,0,0,1,0,0,1
A7KP62,A7KP62_CAMBA,0,0,0,1,0,0,1
A7KP75,A7KP75_9CETA,0,0,0,1,0,0,1
A7KXH8,A7KXH8_9TELE,0,0,0,1,0,0,1
A7KXT5,A7KXT5_9TELE,0,0,0,1,0,0,1
A7LFE0,A7LFE0_HUMAN,0,0,0,1,0,0,1
A7NJJ8,A7NJJ8_ROSCS,0,1,0,0,0,0,1
A7LP35,A7LP35_9AVES,0,0,0,1,0,0,1
A7M806,A7M806_CIOIN,0,0,0,1,0,0,1
A7MFI1,A7MFI1_CROS8,0,1,0,0,0,0,1
A7N1Y9,A7N1Y9_VIBCB,0,1,0,0,0,0,1
A7N2L9,A7N2L9_VIBCB,0,1,0,0,0,0,1
A7N9N1,A7N9N1_FRATF,0,1,0,0,0,0,1
A7TYB6,A7TYB6_TOXRU,0,0,0,1,0,0,1
A7TYB7,A7TYB7_BOMCE,0,0,0,1,0,0,1
A7TYB8,A7TYB8_CATGU,0,0,0,1,0,0,1
A8G6P6,A8G6P6_PROM2,0,1,0,0,0,0,1
A8EZ24,A8EZ24_RICCK,0,1,0,0,0,0,1
A8F1H7,A8F1H7_RICM5,0,1,0,0,0,0,1
A8FCU8,A8FCU8_BACP2,0,1,0,0,0,0,1
A8FIP6,A8FIP6_BACP2,0,1,0,0,0,0,1
A8FPN7,A8FPN7_SHESH,0,1,0,0,0,0,1
A8G3F9,A8G3F9_PROM2,0,1,0,0,0,0,1
A8GAQ3,A8GAQ3_SERP5,0,1,0,0,0,0,1
A8E229,A8E229_9TELE,0,0,0,1,0,0,1
A8GNB8,A8GNB8_RICAH,0,1,0,0,0,0,1
A8GRY8,A8GRY8_RICRS,0,1,0,0,0,0,1
A8GVI4,A8GVI4_RICB8,0,1,0,0,0,0,1
A8H9S3,A8H9S3_SHEPA,0,1,0,0,0,0,1
A8HC83,A8HC83_9SALA,0,0,0,1,0,0,1
A8HC86,A8HC86_9SALA,0,0,0,1,0,0,1
A8E242,A8E242_ZEBFL,0,0,0,1,0,0,1
A8E216,A8E216_CENLO,0,0,0,1,0,0,1
A8HC92,A8HC92_9SALA,0,0,0,1,0,0,1
A8CFA4,A8CFA4_BUFJA,0,0,0,1,0,0,1
A8BVS2,A8BVS2_CHASU,0,0,0,1,0,0,1
A8BVS9,A8BVS9_PERFE,0,0,0,1,0,0,1
A8BVT5,A8BVT5_PERFA,0,0,0,1,0,0,1
A8BVT9,A8BVT9_PERLO,0,0,0,1,0,0,1
A8BVU5,A8BVU5_PERMS,0,0,0,1,0,0,1
A8BVV0,A8BVV0_PERPA,0,0,0,1,0,0,1
A8DDE9,A8DDE9_MAMPR,0,0,0,1,0,0,1
A8E203,A8E203_9TELE,0,0,0,1,0,0,1
A8DDJ2,A8DDJ2_MAMPR,0,0,0,1,0,0,1
A8DIN2,A8DIN2_CAMDR,0,0,0,1,0,0,1
A8DWS9,A8DWS9_NEMVE,0,1,0,0,0,0,1
A8E1W4,A8E1W4_CORKA,0,0,0,1,0,0,1
A8E1X7,A8E1X7_LUTRI,0,0,0,1,0,0,1
A8E1Z0,A8E1Z0_9TELE,0,0,0,1,0,0,1
A8HC89,A8HC89_9SALA,0,0,0,1,0,0,1
A8HCS2,A8HCS2_BATAT,0,0,0,1,0,0,1
A8BVQ9,A8BVQ9_CHAHI,0,0,0,1,0,0,1
A8UTQ7,A8UTQ7_9TELE,0,0,0,1,0,0,1
A8RMC9,A8RMC9_TACNO,0,0,0,1,0,0,1
A8T2Y6,A8T2Y6_9TELE,0,0,0,1,0,0,1
A8T305,A8T305_9TELE,0,0,0,1,0,0,1
A8T321,A8T321_9TELE,0,0,0,1,0,0,1
A8U4S0,A8U4S0_DUTME,0,0,0,1,0,0,1
A8U4S4,A8U4S4_DUTME,0,0,0,1,0,0,1
A8UU44,A8UU44_DYSAC,0,0,0,1,0,0,1
A8RM49,A8RM49_9GRUI,0,0,0,1,0,0,1
A8UUL3,A8UUL3_9TELE,0,0,0,1,0,0,1
A8V3F6,A8V3F6_OSTTE,0,0,0,1,0,0,1
A8V3F9,A8V3F9_OSTTE,0,0,0,1,0,0,1
A8V3H8,A8V3H8_OSTTE,0,0,0,1,0,0,1
A8V3K0,A8V3K0_OSTTE,0,0,0,1,0,0,1
A8WA78,A8WA78_EPIML,0,0,0,1,0,0,1
A8RM90,A8RM90_ARCCO,0,0,0,1,0,0,1
A8RM13,A8RM13_9GRUI,0,0,0,1,0,0,1
A8HCS9,A8HCS9_BATAT,0,0,0,1,0,0,1
A8M4H0,A8M4H0_SALAI,0,1,0,0,0,0,1
A8I7A6,A8I7A6_AZOC5,0,1,0,0,0,0,1
A8JLF0,A8JLF0_HUMAN,0,0,0,1,0,0,1
A8LFD7,A8LFD7_FRASN,0,1,0,0,0,0,1
A8LRT8,A8LRT8_DINSH,0,1,0,0,0,0,1
B8R7E9,B8R7E9_9SALA,0,0,0,1,0,0,1
A8M1J2,A8M1J2_SALAI,0,1,0,0,0,0,1
A8MBM1,A8MBM1_CALMQ,0,1,0,0,0,0,1
A8RLY1,A8RLY1_9AVES,0,0,0,1,0,0,1
A8QW59,A8QW59_URSTH,0,0,0,1,0,0,1
A8QW72,A8QW72_MELUS,0,0,0,1,0,0,1
A8QW85,A8QW85_AILME,0,0,0,1,0,0,1
A8QWA8,A8QWA8_HELMA,0,0,0,1,0,0,1
A8QWB1,A8QWB1_TREOR,0,0,0,1,0,0,1
A8QX89,A8QX89_STYCH,0,0,0,1,0,0,1
A8BVR6,A8BVR6_CHAIN,0,0,0,1,0,0,1
A8BVQ5,A8BVQ5_CHAFO,0,0,0,1,0,0,1
A7TYB9,A7TYB9_MYATO,0,0,0,1,0,0,1
A7XN63,A7XN63_RANSY,0,0,0,1,0,0,1
A7XM55,A7XM55_ANAAE,0,0,0,1,0,0,1
A7XMC1,A7XMC1_ANAAE,0,0,0,1,0,0,1
A7XMV5,A7XMV5_9NEOB,0,0,0,1,0,0,1
A7XMZ3,A7XMZ3_9SALA,0,0,0,1,0,0,1
A7XN46,A7XN46_9NEOB,0,0,0,1,0,0,1
A7XN55,A7XN55_9NEOB,0,0,0,1,0,0,1
A7XN78,A7XN78_LITCT,0,0,0,1,0,0,1
A7XM25,A7XM25_9SALA,0,0,0,1,0,0,1
A7XNE9,A7XNE9_RANCL,0,0,0,1,0,0,1
A7XNF4,A7XNF4_LITPI,0,0,0,1,0,0,1
A7XNH2,A7XNH2_LITPI,0,0,0,1,0,0,1
A7XNI5,A7XNI5_9NEOB,0,0,0,1,0,0,1
A7XNK4,A7XNK4_RANSY,0,0,0,1,0,0,1
A7XPB1,A7XPB1_LISVU,0,0,0,1,0,0,1
A7XM47,A7XM47_9SALA,0,0,0,1,0,0,1
A7XE89,A7XE89_BABBO,0,0,0,0,1,0,1
A7XSQ0,A7XSQ0_HUMAN,0,0,0,1,0,0,1
A7X0V0,A7X0V0_STAA1,0,1,0,0,0,0,1
A7TYD1,A7TYD1_9PASS,0,0,0,1,0,0,1
A7U4X6,A7U4X6_9SAUR,0,0,0,1,0,0,1
A7U7K8,A7U7K8_9TELE,0,0,0,1,0,0,1
A7UG06,A7UG06_PHANO,0,0,0,0,1,0,1
A7WL70,A7WL70_9ASCI,0,0,0,1,0,0,1
A7WL94,A7WL94_9ASCI,0,0,0,1,0,0,1
A7X7B4,A7X7B4_9BRAN,0,0,0,1,0,0,1
A7XDS4,A7XDS4_9CHON,0,0,0,1,0,0,1
A7X7D6,A7X7D6_9BRAN,0,0,0,1,0,0,1
A7X7X7,A7X7X7_TRICA,0,1,0,0,0,0,1
A7XBY9,A7XBY9_9CHON,0,0,0,1,0,0,1
A7XDJ9,A7XDJ9_ANALU,0,0,0,1,0,0,1
A7XDL7,A7XDL7_ANAMI,0,0,0,1,0,0,1
A7XDN4,A7XDN4_9TELE,0,0,0,1,0,0,1
A7XPB2,A7XPB2_LISVU,0,0,0,1,0,0,1
A7YAF2,A7YAF2_ACALE,0,0,0,1,0,0,1
A8BVP9,A8BVP9_CHAER,0,0,0,1,0,0,1
A8BVJ8,A8BVJ8_9RODE,0,0,0,1,0,0,1
A8BVF7,A8BVF7_9RODE,0,0,0,1,0,0,1
A8BVG5,A8BVG5_DIPSP,0,0,0,1,0,0,1
A8BVH1,A8BVH1_MICMC,0,0,0,1,0,0,1
A8BVH5,A8BVH5_MICPA,0,0,0,1,0,0,1
A8BVI2,A8BVI2_HETAO,0,0,0,1,0,0,1
A8BVJ0,A8BVJ0_9RODE,0,0,0,1,0,0,1
A8BVK3,A8BVK3_HETGU,0,0,0,1,0,0,1
A8BVE0,A8BVE0_DIPOR,0,0,0,1,0,0,1
A8BVL1,A8BVL1_9RODE,0,0,0,1,0,0,1
A8BVL9,A8BVL9_9RODE,0,0,0,1,0,0,1
A8BVM6,A8BVM6_9RODE,0,0,0,1,0,0,1
A8BVN2,A8BVN2_9RODE,0,0,0,1,0,0,1
A8BVN9,A8BVN9_CHABA,0,0,0,1,0,0,1
A8BVP4,A8BVP4_CHACL,0,0,0,1,0,0,1
A8BVE6,A8BVE6_DIPPA,0,0,0,1,0,0,1
A8BVD4,A8BVD4_DIPNE,0,0,0,1,0,0,1
A7YLV3,A7YLV3_9TELE,0,0,0,1,0,0,1
A8AK23,A8AK23_CITK8,0,1,0,0,0,0,1
A7YLV9,A7YLV9_9TELE,0,0,0,1,0,0,1
A7YLW2,A7YLW2_9TELE,0,0,0,1,0,0,1
A7Z4B3,A7Z4B3_BACA2,0,1,0,0,0,0,1
A7ZA45,A7ZA45_BACA2,0,1,0,0,0,0,1
A7ZII8,A7ZII8_ECO24,0,1,0,0,0,0,1
A7ZX87,A7ZX87_ECOHS,0,1,0,0,0,0,1
A8BKI3,A8BKI3_TETTH,0,1,0,0,0,0,1
A8BVC7,A8BVC7_DIPMI,0,0,0,1,0,0,1
A8BV77,A8BV77_DIPAG,0,0,0,1,0,0,1
A8BV85,A8BV85_DIPCA,0,0,0,1,0,0,1
A8BV91,A8BV91_DIPCO,0,0,0,1,0,0,1
A8BV94,A8BV94_DIPDS,0,0,0,1,0,0,1
A8BVB1,A8BVB1_DIPHE,0,0,0,1,0,0,1
A8BVB9,A8BVB9_DIPME,0,0,0,1,0,0,1
A7E1K7,A7E1K7_9TELE,0,0,0,1,0,0,1
A7E1I1,A7E1I1_9TELE,0,0,0,1,0,0,1
A5J060,A5J060_GIBZE,0,0,0,0,1,0,1
A7E1G8,A7E1G8_MICBA,0,0,0,1,0,0,1
A6MGC8,A6MGC8_9NEOB,0,0,0,1,0,0,1
A6MGD2,A6MGD2_9NEOB,0,0,0,1,0,0,1
A6MGE2,A6MGE2_9NEOB,0,0,0,1,0,0,1
A6MGE6,A6MGE6_9NEOB,0,0,0,1,0,0,1
A6MGE9,A6MGE9_9NEOB,0,0,0,1,0,0,1
A6MGF0,A6MGF0_9NEOB,0,0,0,1,0,0,1
A6MGF5,A6MGF5_9NEOB,0,0,0,1,0,0,1
A6MUM6,A6MUM6_9PASS,0,0,0,1,0,0,1
A6MUN5,A6MUN5_9PASS,0,0,0,1,0,0,1
A6MUP6,A6MUP6_9PASS,0,0,0,1,0,0,1
A6MUQ4,A6MUQ4_9PASS,0,0,0,1,0,0,1
A6MUR2,A6MUR2_9PASS,0,0,0,1,0,0,1
